Fact,Category
Multiply by 100 by adding two zeros. Example: 67 × 100 = 6700,Mathematics & Logic - Mental Math
Divide by 10 by moving decimal left one place. Example: 345 ÷ 10 = 34.5,Mathematics & Logic - Mental Math
Divide by 100 by moving decimal left two places. Example: 789 ÷ 100 = 7.89,Mathematics & Logic - Mental Math
Multiplying by 5 is half of multiplying by 10. Example: 28 × 5 = (28 × 10) ÷ 2 = 140,Mathematics & Logic - Mental Math
Multiplying by 50 is half of multiplying by 100. Example: 46 × 50 = (46 × 100) ÷ 2 = 2300,Mathematics & Logic - Mental Math
Multiplying by 25 is a quarter of multiplying by 100. Example: 36 × 25 = (36 × 100) ÷ 4 = 900,Mathematics & Logic - Mental Math
Multiplying by 9 is multiplying by 10 minus the number. Example: 43 × 9 = (43 × 10) – 43 = 387,Mathematics & Logic - Mental Math
Multiplying by 99 is multiplying by 100 minus the number. Example: 57 × 99 = (57 × 100) – 57 = 5643,Mathematics & Logic - Mental Math
Multiplying by 11: add digits and place between. Example: 34 × 11 = 374,Mathematics & Logic - Mental Math
Multiplying by 111: repeat digits with sums. Example: 23 × 111 = 2553,Mathematics & Logic - Mental Math
Multiplying by 12: double then add. Example: 24 × 12 = (24 × 10) + (24 × 2) = 288,Mathematics & Logic - Mental Math
Multiplying by 15: multiply by 10 + half. Example: 48 × 15 = (480) + (24 × 5) = 720,Mathematics & Logic - Mental Math
Multiplying by 16: double four times. Example: 7 × 16 = (((7 × 2) × 2) × 2) × 2 = 112,Mathematics & Logic - Mental Math
Multiplying by 18: double 9 times. Example: 12 × 18 = 12 × (20 – 2) = 240 – 24 = 216,Mathematics & Logic - Mental Math
Squaring a number ending in 5: take tens digit × (next digit) + 25. Example: 75² = (7 × 8) & 25 = 5625,Mathematics & Logic - Mental Math
Square numbers close to 100: (100 – n)² = 10000 – 200n + n². Example: 97² = 10000 – 200×3 + 9 = 9409,Mathematics & Logic - Mental Math
Square numbers close to 50: (50 ± n)² = 2500 ± 100n + n². Example: 52² = 2500 + 100×2 + 4 = 2704,Mathematics & Logic - Mental Math
Square double digits fast using (a+b)². Example: 23² = (20+3)² = 400 + 120 + 9 = 529,Mathematics & Logic - Mental Math
Cube of 2-digit ending in 5 uses 25 base. Example: 15³ = (15² × 15) = 225 × 15 = 3375,Mathematics & Logic - Mental Math
Quick percent: 10% is one-tenth. Example: 10% of 230 = 23,Mathematics & Logic - Mental Math
Quick percent: 1% is one-hundredth. Example: 1% of 450 = 4.5,Mathematics & Logic - Mental Math
5% is half of 10%. Example: 5% of 120 = 6,Mathematics & Logic - Mental Math
20% is double 10%. Example: 20% of 350 = 70,Mathematics & Logic - Mental Math
25% is one quarter. Example: 25% of 240 = 60,Mathematics & Logic - Mental Math
50% is half. Example: 50% of 88 = 44,Mathematics & Logic - Mental Math
75% is 50% + 25%. Example: 75% of 160 = 80 + 40 = 120,Mathematics & Logic - Mental Math
Double and halve trick: (a × b) = (2a × b/2). Example: 25 × 16 = 50 × 8 = 400,Mathematics & Logic - Mental Math
Compatible numbers for division. Example: 198 ÷ 6 ≈ 200 ÷ 6 = 33.3,Mathematics & Logic - Mental Math
Multiplying by 4 is doubling twice. Example: 32 × 4 = (32 × 2) × 2 = 128,Mathematics & Logic - Mental Math
Multiplying by 8 is tripling doubling. Example: 19 × 8 = (19 × 2) × 2 × 2 = 152,Mathematics & Logic - Mental Math
Multiplying by 3 is doubling + one copy. Example: 42 × 3 = 84 + 42 = 126,Mathematics & Logic - Mental Math
Multiplying by 6 is triple then double. Example: 15 × 6 = 45 × 2 = 90,Mathematics & Logic - Mental Math
Multiplying by 7 is 10x – 3x. Example: 46 × 7 = (460 – 138) = 322,Mathematics & Logic - Mental Math
Multiplying by 19 is 20x – 1x. Example: 27 × 19 = (540 – 27) = 513,Mathematics & Logic - Mental Math
Multiplying by 99 shortcut: add digits then subtract. Example: 100 × 37 – 37 = 3663,Mathematics & Logic - Mental Math
Check divisibility by 2: last digit even. Example: 246 ÷ 2 ✔,Mathematics & Logic - Mental Math
Check divisibility by 3: sum digits divisible by 3. Example: 372 → 3+7+2=12 ✔,Mathematics & Logic - Mental Math
Check divisibility by 4: last two digits divisible by 4. Example: 516 → 16 ✔,Mathematics & Logic - Mental Math
Check divisibility by 5: last digit 0 or 5. Example: 325 ✔,Mathematics & Logic - Mental Math
Check divisibility by 6: divisible by 2 & 3. Example: 246 ✔,Mathematics & Logic - Mental Math
Check divisibility by 8: last 3 digits divisible by 8. Example: 624 → 624 ÷ 8 = 78 ✔,Mathematics & Logic - Mental Math
Check divisibility by 9: sum digits divisible by 9. Example: 234 → 2+3+4=9 ✔,Mathematics & Logic - Mental Math
Check divisibility by 10: last digit 0. Example: 420 ✔,Mathematics & Logic - Mental Math
Check divisibility by 11: alternating sum divisible by 11. Example: 121 → 1–2+1=0 ✔,Mathematics & Logic - Mental Math
Multiply two numbers close to 100 using base. Example: 98 × 97 = (100–2)(100–3) = 9406,Mathematics & Logic - Mental Math
Multiply two numbers close to 50. Example: 48 × 52 = (50–2)(50+2) = 2500 – 4 = 2496,Mathematics & Logic - Mental Math
Multiply by 125: divide by 8 and add three zeros. Example: 32 × 125 = (32 ÷ 8) × 1000 = 4000,Mathematics & Logic - Mental Math
Multiply two numbers differing by 2: (n–1)(n+1) = n²–1. Example: 49 × 51 = 50² – 1 = 2499,Mathematics & Logic - Mental Math
Multiply two numbers differing by 10. Example: 45 × 55 = (50² – 25) = 2475,Mathematics & Logic - Mental Math
"Square of even numbers ending in 2, 4, 6, 8 trick. Example: 12²=144, 14²=196",Mathematics & Logic - Mental Math
Square of 2-digit near 100 trick. Example: 94² = (100–6)² = 8836,Mathematics & Logic - Mental Math
Multiply by 101: write number twice. Example: 87 × 101 = 8787,Mathematics & Logic - Mental Math
Multiply by 1001: write number twice separated. Example: 76 × 1001 = 76076,Mathematics & Logic - Mental Math
Half of an even number quick. Example: 846 ÷ 2 = 423,Mathematics & Logic - Mental Math
Quarter of a number is half then half again. Example: 128 ÷ 4 = 64 ÷ 2 = 32,Mathematics & Logic - Mental Math
1/9 = repeating decimals. Example: 1 ÷ 9 = 0.111…,Mathematics & Logic - Mental Math
1/11 trick: repeat digits. Example: 1 ÷ 11 = 0.0909…,Mathematics & Logic - Mental Math
Add fractions with same denominator by adding tops. Example: 3/8+4/8=7/8,Mathematics & Logic - Mental Math
Multiply fractions: multiply tops and bottoms. Example: 2/3×3/5=6/15=2/5,Mathematics & Logic - Mental Math
Simplify fractions by common factor. Example: 18/24 = 3/4,Mathematics & Logic - Mental Math
Adding decimals line up decimal points. Example: 3.2 + 4.85 = 8.05,Mathematics & Logic - Mental Math
Doubling odd numbers always gives even. Example: 7 × 2 = 14,Mathematics & Logic - Mental Math
Subtracting 9 = subtract 10 add 1. Example: 67–9 = 57+1=58,Mathematics & Logic - Mental Math
Subtracting 11 = subtract 10 subtract 1. Example: 64–11 = 53,Mathematics & Logic - Mental Math
Add 99 quickly = add 100 subtract 1. Example: 57+99=157–1=156,Mathematics & Logic - Mental Math
Add 999 quickly = add 1000 subtract 1. Example: 824+999=1823,Mathematics & Logic - Mental Math
Multiply by 0.5 is same as dividing by 2. Example: 48 × 0.5 = 24,Mathematics & Logic - Mental Math
Multiply by 0.25 is divide by 4. Example: 60 × 0.25 = 15,Mathematics & Logic - Mental Math
Multiply by 0.75 is ¾ of number. Example: 80 × 0.75 = 60,Mathematics & Logic - Mental Math
Add big numbers by grouping. Example: 235 + 674 = (200+600)+(30+70)+(5+4)=909,Mathematics & Logic - Mental Math
Subtract by compensation. Example: 1000–498=1000–500+2=502,Mathematics & Logic - Mental Math
"Multiplying decimals: ignore decimal, then place it back. Example: 2.5×0.4=25×4 ÷100=1.0",Mathematics & Logic - Mental Math
Square roots of perfect squares. Example: √81 = 9,Mathematics & Logic - Mental Math
Estimate square roots by nearby squares. Example: √50 ≈ between √49=7 and √64=8,Mathematics & Logic - Mental Math
Cube roots of small cubes. Example: √³27=3,Mathematics & Logic - Mental Math
Doubling check with 2x table. Example: 87+87=174,Mathematics & Logic - Mental Math
Multiplying odd by even always yields even. Example: 7×4=28,Mathematics & Logic - Mental Math
Multiplying odd by odd always yields odd. Example: 7×3=21,Mathematics & Logic - Mental Math
Multiplying by 20 = double and add zero. Example: 34×20=680,Mathematics & Logic - Mental Math
Multiplying by 200 = double and add two zeros. Example: 13×200=2600,Mathematics & Logic - Mental Math
Multiply by 0.1 = divide by 10. Example: 43×0.1=4.3,Mathematics & Logic - Mental Math
Multiply by 0.01 = divide by 100. Example: 75×0.01=0.75,Mathematics & Logic - Mental Math
Square near 200. Example: 201²= (200²+200+1)=40401,Mathematics & Logic - Mental Math
Multiply near 50 trick. Example: 47×53=2500–9=2491,Mathematics & Logic - Mental Math
(a+b)(a–b) = a² – b². Example: 103×97=(100+3)(100–3)=10000–9=9991,Mathematics & Logic - Mental Math
Mental average = (high+low)/2. Example: Average of 12 and 28 = 20,Mathematics & Logic - Mental Math
Multiply by 22 = double then multiply by 11. Example: 35×22=(70×11)=770,Mathematics & Logic - Mental Math
Multiply by 33 = triple then multiply by 11. Example: 27×33=(81×11)=891,Mathematics & Logic - Mental Math
Fast percentage: 15% = 10%+5%. Example: 15% of 240=24+12=36,Mathematics & Logic - Mental Math
40% = double of 20%. Example: 40% of 150=60,Mathematics & Logic - Mental Math
60% = half more than 40%. Example: 60% of 200=120,Mathematics & Logic - Mental Math
80% = double 40%. Example: 80% of 90=72,Mathematics & Logic - Mental Math
Doubling decimals trick. Example: 0.75×2=1.5,Mathematics & Logic - Mental Math
Halving decimals. Example: 0.48÷2=0.24,Mathematics & Logic - Mental Math
Triple decimals. Example: 0.6×3=1.8,Mathematics & Logic - Mental Math
9 times table finger trick. Example: 9×7 (bend 7th finger)=63,Mathematics & Logic - Mental Math
Adding consecutive odds yields perfect squares. Example: 1+3+5+7=16=4²,Mathematics & Logic - Mental Math
Subtracting consecutive evens yields odd patterns. Example: 20–18–16= –14,Mathematics & Logic - Mental Math
Multiply by 0.9 = 90%. Example: 50×0.9=45,Mathematics & Logic - Mental Math
Multiply by 1.1 = add 10%. Example: 80×1.1=88,Mathematics & Logic - Mental Math
Multiply by 1.2 = add 20%. Example: 70×1.2=84,Mathematics & Logic - Mental Math
Quick doubling of money rule of 72. Example: 8% growth → ~9 years,Mathematics & Logic - Mental Math
Square ending 1 trick. Example: 21²=441,Mathematics & Logic - Mental Math
Square ending 9 trick. Example: 29²=841,Mathematics & Logic - Mental Math
Square ending 2 trick. Example: 12²=144,Mathematics & Logic - Mental Math
"Multiply by 7: double, triple, add. Example: 15×7=(15×5)+(15×2)=75+30=105",Mathematics & Logic - Mental Math
Estimate division by rounding. Example: 197÷4≈200÷4=50,Mathematics & Logic - Mental Math
Multiply by 98 trick. Example: 43×98=43×(100–2)=4300–86=4214,Mathematics & Logic - Mental Math
Divide by 5 = double then ÷10. Example: 75÷5=(75×2)÷10=15,Mathematics & Logic - Mental Math
Divide by 25 = quadruple then ÷100. Example: 200÷25=(200×4)÷100=8,Mathematics & Logic - Mental Math
Divide by 50 = double then ÷100. Example: 350÷50=(350×2)÷100=7,Mathematics & Logic - Mental Math
Divide by 0.5 = double. Example: 60÷0.5=120,Mathematics & Logic - Mental Math
Divide by 0.25 = quadruple. Example: 80÷0.25=320,Mathematics & Logic - Mental Math
Divide by 0.1 = ×10. Example: 9÷0.1=90,Mathematics & Logic - Mental Math
Square of multiples of 25 end in 625. Example: 75²=5625,Mathematics & Logic - Mental Math
